"name","category","size","duration","format","profile","hdr","bitrate","framerate","resolution","audios","subtitles","audio_langs","subtitle_langs"
"The Sopranos (1999) - S01E04 - Meadowlands [Bluray-720p][AC3 5.1][x264].mkv","shows","4.1 GiB","00:53:06","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S06E21 - Made in America [Bluray-720p][AC3 5.1][x264].mkv","shows","4.72 GiB","01:01:00","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S06E01 - Members Only [Bluray-720p][AC3 5.1][x264].mkv","shows","4.05 GiB","00:52:22","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S06E08 - Johnny Cakes [Bluray-720p][AC3 5.1][x264].mkv","shows","4.18 GiB","00:54:07","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S06E15 - Remember When [Bluray-720p][AC3 5.1][x264].mkv","shows","4.49 GiB","00:58:08","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S06E07 - Luxury Lounge [Bluray-720p][AC3 5.1][x264].mkv","shows","4.24 GiB","00:54:53","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S06E13 - Soprano Home Movies [Bluray-720p][AC3 5.1][x264].mkv","shows","3.99 GiB","00:51:44","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E13 - I Dream of Jeannie Cusamano [Bluray-720p][AC3 5.1][x264].mkv","shows","4.67 GiB","01:00:29","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E11 - Nobody Knows Anything [Bluray-720p][AC3 5.1][x264].mkv","shows","3.83 GiB","00:49:30","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E09 - Boca [Bluray-720p][AC3 5.1][x264].mkv","shows","4.0 GiB","00:51:41","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E03 - Denial Anger Acceptance [Bluray-720p][AC3 5.1][x264].mkv","shows","3.46 GiB","00:44:47","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S06E03 - Mayham [Bluray-720p][AC3 5.1][x264].mkv","shows","4.34 GiB","00:56:07","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E06 - Pax Soprana [Bluray-720p][AC3 5.1][x264].mkv","shows","3.86 GiB","00:49:53","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E12 - Isabella [Bluray-720p][AC3 5.1][x264].mkv","shows","3.66 GiB","00:47:22","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E10 - A Hit Is a Hit [Bluray-720p][AC3 5.1][x264].mkv","shows","4.09 GiB","00:52:51","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E07 - Down Neck [Bluray-720p][AC3 5.1][x264].mkv","shows","3.99 GiB","00:51:33","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E01 - Pilot [Bluray-720p][AC3 5.1][x264].mkv","shows","4.72 GiB","01:00:01","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E08 - The Legend of Tennessee Moltisanti [Bluray-720p][AC3 5.1][x264].mkv","shows","3.78 GiB","00:48:54","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E02 - 46 Long [Bluray-720p][AC3 5.1][x264].mkv","shows","3.84 GiB","00:49:43","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E09 - The Telltale Moozadell [Bluray-720p][AC3 5.1][x264].mkv","shows","4.3 GiB","00:55:41","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E11 - Pine Barrens [Bluray-720p][AC3 5.1][x264].mkv","shows","4.62 GiB","00:59:49","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E05 - Another Toothpick [Bluray-720p][AC3 5.1][x264].mkv","shows","4.64 GiB","00:59:58","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E01 - Mr. Ruggerios Neighborhood [Bluray-720p][AC3 5.1][x264].mkv","shows","3.8 GiB","00:49:08","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E08 - He Is Risen [Bluray-720p][AC3 5.1][x264].mkv","shows","4.18 GiB","00:54:03","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E12 - Amour Fou [Bluray-720p][AC3 5.1][x264].mkv","shows","4.64 GiB","01:00:03","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E03 - Fortunate Son [Bluray-720p][AC3 5.1][x264].mkv","shows","4.52 GiB","00:58:31","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E06 - University [Bluray-720p][AC3 5.1][x264].mkv","shows","3.79 GiB","00:49:03","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S01E05 - College [Bluray-720p][AC3 5.1][x264].mkv","shows","4.38 GiB","00:56:41","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E07 - Second Opinion [Bluray-720p][AC3 5.1][x264].mkv","shows","4.59 GiB","00:59:23","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E04 - Employee of the Month [Bluray-720p][AC3 5.1][x264].mkv","shows","4.08 GiB","00:52:49","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E10 - To Save Us All from Satans Power [Bluray-720p][AC3 5.1][x264].mkv","shows","3.53 GiB","00:45:41","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E12 - Eloise [HDTV-720p][AC3 5.1][x264].mkv","shows","4.34 GiB","00:56:06","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E13 - The Army of One [Bluray-720p][AC3 5.1][x264].mkv","shows","4.64 GiB","01:00:03","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E07 - Watching Too Much Television [HDTV-720p][AC3 5.1][x264].mkv","shows","4.16 GiB","00:53:52","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E08 - Mergers and Acquisitions [HDTV-720p][AC3 5.1][x264].mkv","shows","4.33 GiB","00:56:00","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E05 - Pie-o-My [HDTV-720p][AC3 5.1][x264]-o-My.mkv","shows","4.22 GiB","00:54:35","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S03E02 - Proshai Livushka [Bluray-720p][AC3 5.1][x264].mkv","shows","4.41 GiB","00:57:02","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E03 - Christopher [Bluray-720p][AC3 5.1][x264].mkv","shows","4.19 GiB","00:54:13","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E01 - For All Debts Public and Private [Bluray-720p][AC3 5.1][x264].mkv","shows","4.47 GiB","00:57:47","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E06 - Everybody Hurts [HDTV-720p][AC3 5.1][x264].mkv","shows","4.27 GiB","00:55:13","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E09 - Whoever Did This [HDTV-720p][AC3 5.1][x264].mkv","shows","4.48 GiB","00:57:55","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E10 - The Strong Silent Type [HDTV-720p][AC3 5.1][x264].mkv","shows","4.13 GiB","00:53:26","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E04 - The Weight [Bluray-720p][AC3 5.1][x264].mkv","shows","4.52 GiB","00:58:27","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"The Sopranos (1999) - S04E13 - Whitecaps [HDTV-720p][AC3 5.1][x264].mkv","shows","5.81 GiB","01:15:10","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Better Call Saul (2015) - S03E10 - Lantern [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","8.13 GiB","00:56:02","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S03E08 - Slip [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.08 GiB","00:48:46","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"The Sopranos (1999) - S04E11 - Calling All Cars [HDTV-720p][AC3 5.1][x264].mkv","shows","3.71 GiB","00:47:56","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Better Call Saul (2015) - S03E01 - Mabel [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.54 GiB","00:51:57","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"The Sopranos (1999) - S04E02 - No-Show [Bluray-720p][AC3 5.1][x264].mkv","shows","4.45 GiB","00:57:32","AVC","High","-","8500 kb/s","23.976","1280x720","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Better Call Saul (2015) - S03E04 - Sabrosito [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","6.88 GiB","00:47:23","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S03E03 - Sunk Costs [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","6.56 GiB","00:45:13","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S03E06 - Off Brand [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","6.9 GiB","00:47:30","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S04E09 - Wiedersehen [WEBRip-1080p][AC3 5.1][x264].mkv","shows","2.72 GiB","00:55:32","AVC","Main","-","5800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT, default]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S03E07 - Expenses [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.63 GiB","00:52:35","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S03E02 - Witness [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.46 GiB","00:51:23","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S03E09 - Fall [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.12 GiB","00:49:04","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S03E05 - Chicanery [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.16 GiB","00:49:20","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S04E05 - Quite a Ride [WEBRip-1080p][AC3 5.1][x264].mkv","shows","2.6 GiB","00:52:55","AVC","Main","-","5800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT, default]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S04E04 - Talk [WEBRip-1080p][AC3 5.1][x264].mkv","shows","2.29 GiB","00:46:43","AVC","Main","-","5800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [en, AC-3, 640 kb/s, 6ch, default]","[en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en"
"Better Call Saul (2015) - S04E01 - Smoke [WEBRip-1080p][AC3 5.1][x264].mkv","shows","3.71 GiB","00:48:31","AVC","High","-","9462 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [en, AC-3, 640 kb/s, 6ch, default]","[en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en"
